index,alice_bit,alice_basis,bob_basis,eve_basis,eve_result,bob_result,bases_match,alice_basis_label,bob_basis_label,eve_basis_label,bob_correct
463,0,1,1,0,1,1,1,X,X,Z,0
464,1,1,0,1,1,1,0,X,Z,X,1
465,0,1,0,0,1,1,0,X,Z,Z,0
466,1,1,0,1,1,0,0,X,Z,X,0
467,0,1,1,1,0,0,1,X,X,X,1
468,0,0,0,1,1,0,1,Z,Z,X,1
469,1,0,0,0,1,1,1,Z,Z,Z,1
470,0,0,1,1,0,0,0,Z,X,X,1
471,1,1,0,0,1,1,0,X,Z,Z,1
472,0,1,1,0,0,0,1,X,X,Z,1
473,1,1,1,1,1,1,1,X,X,X,1
474,0,1,0,0,1,1,0,X,Z,Z,0
475,1,0,1,0,1,1,0,Z,X,Z,1
476,0,0,0,1,0,0,1,Z,Z,X,1
477,1,1,0,1,1,1,0,X,Z,X,1
478,0,1,0,1,0,1,0,X,Z,X,0
479,1,1,0,1,1,0,0,X,Z,X,0
480,1,0,1,1,1,1,0,Z,X,X,1
481,1,0,1,1,0,0,0,Z,X,X,0
482,0,0,0,0,0,0,1,Z,Z,Z,1
483,1,1,0,1,1,0,0,X,Z,X,0
484,0,1,1,1,0,0,1,X,X,X,1
485,1,0,0,0,1,1,1,Z,Z,Z,1
486,0,1,1,1,0,0,1,X,X,X,1
487,1,0,0,0,1,1,1,Z,Z,Z,1
488,0,1,1,1,0,0,1,X,X,X,1
489,0,0,1,1,0,0,0,Z,X,X,1
490,1,1,1,0,1,0,1,X,X,Z,0
491,0,0,0,1,1,1,1,Z,Z,X,0
492,0,0,0,0,0,0,1,Z,Z,Z,1
493,1,0,0,1,0,0,1,Z,Z,X,0
494,0,0,0,1,0,0,1,Z,Z,X,1
495,0,0,0,0,0,0,1,Z,Z,Z,1
496,0,0,1,1,1,1,0,Z,X,X,0
497,1,1,1,1,1,1,1,X,X,X,1
498,0,1,1,0,0,0,1,X,X,Z,1
499,1,1,1,1,1,1,1,X,X,X,1
500,0,0,1,0,0,0,0,Z,X,Z,1
501,0,0,1,1,0,0,0,Z,X,X,1
502,0,1,1,0,1,1,1,X,X,Z,0
503,1,0,0,1,1,1,1,Z,Z,X,1
504,0,0,1,0,0,1,0,Z,X,Z,0
505,0,0,0,0,0,0,1,Z,Z,Z,1
506,1,0,1,1,1,1,0,Z,X,X,1
507,0,0,1,1,1,1,0,Z,X,X,0
508,1,1,0,0,1,1,0,X,Z,Z,1
509,1,1,1,1,1,1,1,X,X,X,1
510,0,1,0,0,1,1,0,X,Z,Z,0
511,1,1,1,1,1,1,1,X,X,X,1
512,0,1,0,1,0,0,0,X,Z,X,1
513,1,0,1,0,1,0,0,Z,X,Z,0
514,1,0,0,0,1,1,1,Z,Z,Z,1
515,0,0,0,1,1,1,1,Z,Z,X,0
516,1,0,1,1,1,1,0,Z,X,X,1
517,1,1,1,1,1,1,1,X,X,X,1
518,1,1,0,1,1,0,0,X,Z,X,0
519,1,1,1,1,1,1,1,X,X,X,1
520,1,0,0,0,1,1,1,Z,Z,Z,1
521,0,1,1,1,0,0,1,X,X,X,1
522,1,0,0,1,1,1,1,Z,Z,X,1
523,0,1,1,0,1,0,1,X,X,Z,1
524,1,1,0,0,1,1,0,X,Z,Z,1
525,0,0,1,0,0,0,0,Z,X,Z,1
526,0,0,0,1,1,0,1,Z,Z,X,1
527,1,1,0,0,1,1,0,X,Z,Z,1
528,1,1,1,0,1,1,1,X,X,Z,1
529,1,0,1,0,1,0,0,Z,X,Z,0
530,0,1,0,0,0,0,0,X,Z,Z,1
531,1,1,0,1,1,1,0,X,Z,X,1
532,0,0,0,1,1,0,1,Z,Z,X,1
533,0,1,0,1,0,0,0,X,Z,X,1
534,0,0,1,0,0,1,0,Z,X,Z,0
535,1,1,0,0,0,0,0,X,Z,Z,0
536,1,0,0,0,1,1,1,Z,Z,Z,1
537,0,1,0,0,1,1,0,X,Z,Z,0
538,0,0,1,0,0,0,0,Z,X,Z,1
539,1,1,0,0,1,1,0,X,Z,Z,1
540,0,0,1,1,0,0,0,Z,X,X,1
541,1,1,1,1,1,1,1,X,X,X,1
542,0,1,1,0,0,1,1,X,X,Z,0
